Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Sex,JobLevel,JobRole,MaritalStatus,MonthlyIncome,Over18,OverTime,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,Non-Travel,Sales,8,2,Marketing,Female,3,Sales Executive,Married,10377,Y,Yes,16,6,13,2,4,12
27,Travel_Rarely,Research & Development,14,3,Life Sciences,Male,1,Research Scientist,Married,2235,Y,Yes,9,3,9,7,6,8
54,Travel_Frequently,Research & Development,1,4,Life Sciences,Female,3,Manufacturing Director,Divorced,10502,Y,No,33,2,5,4,1,4
44,Travel_Rarely,Research & Development,2,1,Life Sciences,Female,1,Research Scientist,Married,2011,Y,No,10,5,10,5,7,7
19,Non-Travel,Research & Development,10,3,Medical,Female,1,Research Scientist,Single,1859,Y,Yes,1,2,1,1,0,0
29,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,1,Research Scientist,Divorced,3760,Y,No,3,5,3,2,1,2
54,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,4,Research Director,Married,17779,Y,No,36,2,10,9,0,9
31,Travel_Rarely,Research & Development,11,2,Medical,Male,2,Healthcare Representative,Married,6833,Y,Yes,6,2,6,5,0,1
31,Travel_Rarely,Research & Development,24,3,Medical,Female,2,Healthcare Representative,Single,6812,Y,No,10,2,10,9,1,8
59,Travel_Rarely,Sales,3,3,Life Sciences,Female,2,Sales Executive,Single,5171,Y,No,13,2,6,1,0,5
43,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,5,Research Director,Married,19740,Y,No,25,2,8,7,0,7
49,Travel_Rarely,Research & Development,4,2,Medical,Male,5,Manager,Married,18711,Y,No,23,2,1,0,0,0
36,Travel_Frequently,Research & Development,3,3,Technical Degree,Male,1,Research Scientist,Married,3692,Y,No,12,2,11,10,0,7
48,Travel_Rarely,Research & Development,2,2,Technical Degree,Male,1,Laboratory Technician,Single,2559,Y,No,7,4,1,0,0,0
27,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,1,Research Scientist,Divorced,2517,Y,No,5,2,5,3,0,3
29,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,2,Healthcare Representative,Divorced,6623,Y,Yes,6,2,6,0,1,0
48,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Research Director,Single,18265,Y,No,25,3,1,0,0,0
29,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,4,Research Director,Divorced,16124,Y,No,9,2,7,7,1,7
34,Travel_Rarely,Research & Development,20,3,Technical Degree,Female,1,Research Scientist,Married,2585,Y,No,2,5,1,0,0,0
44,Travel_Rarely,Sales,5,3,Marketing,Male,5,Manager,Married,18213,Y,No,26,5,22,9,3,10
33,Travel_Rarely,Sales,10,5,Marketing,Male,3,Sales Executive,Divorced,8380,Y,Yes,10,3,9,8,0,8
19,Travel_Rarely,Research & Development,25,3,Life Sciences,Female,1,Research Scientist,Single,2994,Y,Yes,1,2,1,0,0,1
23,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,1,Research Scientist,Married,1223,Y,No,1,2,1,0,0,1
25,Travel_Frequently,Sales,24,1,Life Sciences,Male,1,Sales Representative,Single,1118,Y,Yes,1,4,1,0,1,0
26,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,1,Research Scientist,Single,2875,Y,Yes,8,2,8,5,2,2
45,Travel_Rarely,Sales,2,3,Marketing,Female,5,Manager,Single,18824,Y,Yes,26,2,24,10,1,11
55,Non-Travel,Research & Development,8,1,Medical,Male,4,Healthcare Representative,Divorced,13577,Y,Yes,34,3,33,9,15,0
21,Travel_Frequently,Research & Development,10,2,Life Sciences,Female,1,Laboratory Technician,Single,2625,Y,No,2,2,2,2,2,2
46,Travel_Rarely,Sales,4,2,Marketing,Female,5,Manager,Married,18789,Y,No,26,2,11,4,0,8
34,Travel_Rarely,Sales,2,3,Marketing,Female,2,Sales Executive,Single,4538,Y,Yes,4,3,3,2,0,2
51,Travel_Frequently,Sales,9,3,Life Sciences,Male,5,Manager,Divorced,19847,Y,Yes,31,5,29,10,11,10
59,Travel_Rarely,Research & Development,18,4,Medical,Male,3,Manufacturing Director,Single,10512,Y,No,25,6,9,7,5,4
34,Travel_Frequently,Research & Development,19,3,Medical,Female,2,Laboratory Technician,Divorced,4444,Y,No,15,2,11,8,5,10
28,Travel_Frequently,Research & Development,1,4,Medical,Male,1,Laboratory Technician,Single,2154,Y,Yes,5,2,4,2,0,2
44,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,5,Manager,Divorced,19190,Y,No,26,4,25,9,14,13
34,Travel_Frequently,Human Resources,11,3,Life Sciences,Male,2,Human Resources,Married,4490,Y,No,14,5,10,9,1,8
35,Travel_Rarely,Research & Development,6,1,Life Sciences,Male,1,Research Scientist,Married,3506,Y,Yes,4,3,3,2,2,2
42,Travel_Rarely,Research & Development,7,4,Medical,Female,2,Research Scientist,Married,2372,Y,Yes,18,2,1,0,0,0
43,Travel_Rarely,Sales,4,4,Marketing,Female,3,Sales Executive,Single,10231,Y,No,23,3,21,7,15,17
36,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,2,Manufacturing Director,Single,5410,Y,Yes,18,2,16,14,5,12
44,Travel_Rarely,Research & Development,15,3,Medical,Female,3,Healthcare Representative,Married,7978,Y,No,10,2,10,7,0,5
28,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,1,Laboratory Technician,Married,3867,Y,Yes,2,2,2,2,2,2
51,Travel_Frequently,Research & Development,6,2,Medical,Female,1,Laboratory Technician,Single,2838,Y,No,8,6,7,0,7,7
30,Non-Travel,Research & Development,9,2,Medical,Female,2,Manufacturing Director,Single,4695,Y,Yes,10,3,8,4,1,7
29,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,1,Laboratory Technician,Divorced,3339,Y,Yes,10,2,7,7,7,7
28,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,1,Research Scientist,Single,2080,Y,No,5,2,3,2,1,2
25,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Research Scientist,Single,2096,Y,No,2,3,2,2,2,1
32,Travel_Rarely,Sales,8,3,Medical,Male,2,Sales Executive,Married,6209,Y,No,10,4,10,7,0,8
45,Travel_Frequently,Research & Development,25,3,Medical,Female,5,Manager,Single,18061,Y,No,22,4,0,0,0,0
39,Travel_Rarely,Research & Development,13,4,Medical,Female,4,Manager,Divorced,17123,Y,Yes,21,4,19,9,15,2
58,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,1,Research Scientist,Divorced,2372,Y,No,2,3,2,2,2,2
32,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,2,Laboratory Technician,Married,4883,Y,No,10,3,10,4,1,1
39,Travel_Rarely,Research & Development,23,3,Medical,Male,1,Research Scientist,Single,3904,Y,No,6,2,5,2,0,3
30,Travel_Rarely,Research & Development,6,3,Technical Degree,Female,2,Laboratory Technician,Married,4627,Y,No,10,6,9,2,6,7
36,Travel_Rarely,Research & Development,10,4,Technical Degree,Female,3,Healthcare Representative,Married,7094,Y,No,10,0,7,7,1,7
46,Travel_Rarely,Human Resources,1,2,Life Sciences,Female,1,Human Resources,Single,3423,Y,No,10,3,7,6,5,7
28,Non-Travel,Research & Development,1,3,Life Sciences,Female,2,Laboratory Technician,Married,6674,Y,No,10,6,9,8,7,5
50,Travel_Rarely,Research & Development,28,3,Life Sciences,Female,4,Research Director,Married,16880,Y,Yes,25,2,3,2,1,2
40,Travel_Rarely,Sales,25,4,Marketing,Male,3,Sales Executive,Single,9094,Y,Yes,9,2,5,4,1,0
52,Travel_Rarely,Sales,5,3,Life Sciences,Male,3,Sales Executive,Single,8446,Y,Yes,10,2,8,7,7,7
30,Travel_Rarely,Research & Development,17,4,Medical,Female,3,Manager,Married,11916,Y,Yes,9,2,9,1,0,8
39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Manufacturing Director,Single,4534,Y,No,9,6,8,7,1,7
31,Non-Travel,Sales,2,4,Life Sciences,Female,3,Sales Executive,Divorced,9852,Y,Yes,10,5,10,8,9,6
41,Non-Travel,Sales,10,2,Medical,Male,2,Sales Executive,Single,6151,Y,No,19,4,19,2,11,9
31,Travel_Frequently,Sales,1,3,Life Sciences,Female,1,Sales Representative,Single,2302,Y,Yes,3,2,3,2,2,2
44,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,1,Laboratory Technician,Married,2362,Y,No,10,4,3,2,1,2
42,Non-Travel,Research & Development,2,1,Life Sciences,Male,4,Manager,Married,17861,Y,Yes,21,3,20,8,2,10
55,Travel_Rarely,Research & Development,2,2,Medical,Female,5,Manager,Married,19187,Y,No,23,5,19,9,9,11
56,Travel_Rarely,Human Resources,8,4,Life Sciences,Male,5,Manager,Single,19717,Y,No,36,4,7,3,7,7
40,Non-Travel,Research & Development,16,2,Life Sciences,Male,1,Research Scientist,Divorced,3544,Y,No,6,0,4,2,0,0
34,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,3,Healthcare Representative,Divorced,8500,Y,No,10,0,9,7,1,6
40,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Research Scientist,Single,4661,Y,No,9,4,9,8,8,8
41,Travel_Frequently,Sales,1,3,Marketing,Female,2,Sales Executive,Divorced,4103,Y,No,10,2,9,3,1,7
35,Travel_Frequently,Research & Development,4,4,Life Sciences,Male,2,Research Scientist,Single,4249,Y,Yes,9,3,9,6,1,1
51,Travel_Rarely,Human Resources,5,3,Life Sciences,Male,4,Manager,Divorced,14026,Y,Yes,33,2,33,9,0,10
38,Travel_Rarely,Sales,2,2,Life Sciences,Female,2,Sales Executive,Divorced,6893,Y,No,11,3,7,7,1,7
34,Travel_Rarely,Sales,15,2,Medical,Female,2,Sales Executive,Single,6125,Y,No,10,6,10,8,9,6
25,Travel_Rarely,Research & Development,19,1,Medical,Male,1,Laboratory Technician,Married,3669,Y,No,7,6,3,2,1,2
58,Travel_Rarely,Research & Development,7,4,Medical,Female,3,Manufacturing Director,Married,10008,Y,Yes,31,0,10,9,5,9
40,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Laboratory Technician,Married,2387,Y,No,7,3,4,2,0,3
36,Travel_Frequently,Sales,7,3,Marketing,Female,2,Sales Executive,Married,4639,Y,No,17,2,15,7,6,13
48,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,3,Manufacturing Director,Single,7898,Y,No,11,2,10,9,0,8
27,Travel_Rarely,Sales,11,3,Medical,Female,1,Sales Representative,Married,2534,Y,No,5,4,1,0,0,0
51,Travel_Rarely,Research & Development,11,2,Technical Degree,Female,4,Manufacturing Director,Single,13142,Y,No,29,1,5,2,0,3
18,Non-Travel,Research & Development,1,3,Life Sciences,Female,1,Laboratory Technician,Single,1611,Y,No,0,5,0,0,0,0
35,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Laboratory Technician,Married,5363,Y,No,10,0,9,7,0,0
27,Travel_Frequently,Sales,2,1,Life Sciences,Male,2,Sales Executive,Single,5071,Y,No,8,3,6,2,0,0
55,Travel_Rarely,Sales,13,4,Marketing,Male,4,Sales Executive,Single,13695,Y,Yes,24,2,19,7,3,8
56,Travel_Rarely,Research & Development,23,3,Life Sciences,Male,4,Manufacturing Director,Married,13402,Y,Yes,33,0,19,16,15,9
34,Non-Travel,Research & Development,26,1,Technical Degree,Female,1,Research Scientist,Divorced,2029,Y,No,5,2,5,4,0,0
40,Travel_Rarely,Research & Development,2,1,Medical,Female,2,Healthcare Representative,Divorced,6377,Y,No,15,0,12,11,11,8
34,Travel_Rarely,Research & Development,29,3,Medical,Male,2,Laboratory Technician,Married,5429,Y,No,10,1,8,7,7,7
31,Travel_Frequently,Sales,2,3,Life Sciences,Female,1,Sales Representative,Single,2785,Y,No,3,3,1,0,0,0
35,Travel_Frequently,Sales,18,4,Marketing,Female,2,Sales Executive,Married,4614,Y,Yes,5,0,4,2,3,2
38,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,1,Research Scientist,Divorced,2610,Y,No,4,2,4,2,0,3
34,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,2,Healthcare Representative,Single,6687,Y,No,14,2,14,11,4,11
28,Travel_Rarely,Sales,26,3,Life Sciences,Male,2,Sales Executive,Married,4724,Y,No,5,0,5,3,0,4
31,Travel_Rarely,Research & Development,22,4,Medical,Male,2,Manufacturing Director,Married,6179,Y,Yes,10,3,10,2,6,7
39,Travel_Rarely,Sales,21,4,Life Sciences,Male,2,Sales Executive,Married,6120,Y,Yes,8,2,5,4,1,4
51,Travel_Frequently,Sales,2,3,Marketing,Male,3,Sales Executive,Married,10596,Y,No,14,5,4,2,3,2
41,Travel_Frequently,Research & Development,22,3,Life Sciences,Female,2,Research Scientist,Divorced,5467,Y,Yes,12,4,6,2,3,3
37,Travel_Rarely,Research & Development,4,1,Life Sciences,Male,1,Research Scientist,Married,2996,Y,Yes,8,2,6,4,1,3
33,Travel_Frequently,Sales,5,1,Life Sciences,Male,2,Sales Executive,Married,9998,Y,No,8,2,5,4,1,2
32,Travel_Rarely,Sales,2,1,Marketing,Male,2,Sales Executive,Married,4078,Y,Yes,4,3,3,2,1,2
39,Non-Travel,Research & Development,25,2,Life Sciences,Male,3,Healthcare Representative,Married,10920,Y,No,13,2,6,4,0,5
25,Travel_Rarely,Sales,18,1,Life Sciences,Male,2,Sales Executive,Married,6232,Y,No,6,3,3,2,1,2
52,Travel_Frequently,Research & Development,28,2,Medical,Female,4,Manufacturing Director,Married,13247,Y,Yes,24,3,5,3,0,2
43,Travel_Rarely,Research & Development,6,3,Medical,Female,2,Research Scientist,Single,4081,Y,Yes,20,3,20,7,1,8
27,Travel_Rarely,Sales,10,3,Marketing,Female,2,Sales Executive,Married,5769,Y,Yes,6,3,6,2,4,4
27,Travel_Rarely,Research & Development,17,4,Life Sciences,Female,1,Research Scientist,Single,2394,Y,Yes,8,2,8,2,7,7
26,Travel_Rarely,Research & Development,2,1,Medical,Male,1,Research Scientist,Single,3904,Y,No,5,2,4,3,1,1
42,Travel_Rarely,Human Resources,10,3,Human Resources,Female,4,Manager,Married,16799,Y,No,21,5,20,7,0,9
52,Travel_Rarely,Research & Development,8,4,Other,Female,1,Laboratory Technician,Married,2950,Y,No,12,2,5,4,0,4
37,Travel_Rarely,Research & Development,11,3,Medical,Female,1,Laboratory Technician,Single,3629,Y,No,8,6,3,2,0,2
35,Travel_Frequently,Research & Development,18,2,Life Sciences,Male,3,Manufacturing Director,Single,9362,Y,No,10,2,2,2,2,2
25,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,1,Laboratory Technician,Married,3229,Y,No,7,2,3,2,0,2
26,Travel_Rarely,Research & Development,7,3,Other,Male,1,Laboratory Technician,Single,3578,Y,No,8,2,7,7,0,7
29,Travel_Rarely,Human Resources,17,3,Other,Male,3,Human Resources,Single,7988,Y,No,10,3,10,9,0,9
49,Travel_Frequently,Research & Development,28,2,Life Sciences,Male,2,Laboratory Technician,Single,4284,Y,No,20,2,4,3,1,3
29,Travel_Frequently,Research & Development,14,1,Other,Female,3,Healthcare Representative,Single,7553,Y,Yes,9,1,8,7,7,7
54,Travel_Rarely,Research & Development,1,3,Medical,Female,4,Research Director,Single,17328,Y,No,29,3,20,7,12,7
58,Travel_Rarely,Research & Development,1,3,Medical,Female,5,Research Director,Married,19701,Y,Yes,32,3,9,8,1,5
55,Travel_Rarely,Research & Development,1,4,Medical,Male,4,Research Director,Divorced,14732,Y,No,31,4,7,7,0,0
36,Travel_Rarely,Sales,3,4,Marketing,Female,2,Sales Executive,Single,9278,Y,Yes,15,3,5,4,0,1
31,Travel_Frequently,Sales,1,4,Life Sciences,Female,1,Sales Representative,Single,1359,Y,No,1,3,1,0,0,0
30,Travel_Rarely,Sales,7,4,Marketing,Female,2,Sales Executive,Divorced,4779,Y,No,8,3,3,2,0,2
31,Travel_Rarely,Research & Development,8,5,Life Sciences,Female,4,Research Director,Single,16422,Y,No,9,3,3,2,1,0
34,Travel_Frequently,Research & Development,1,4,Other,Male,1,Research Scientist,Divorced,2996,Y,No,10,2,4,3,1,3
31,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,1,Research Scientist,Single,1261,Y,No,1,3,1,0,0,0
27,Travel_Rarely,Research & Development,11,1,Life Sciences,Male,1,Laboratory Technician,Married,2099,Y,No,6,3,5,0,1,4
36,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,2,Laboratory Technician,Single,5810,Y,No,10,2,10,4,1,8
36,Travel_Rarely,Sales,16,4,Marketing,Female,2,Sales Executive,Married,5647,Y,No,11,3,3,2,0,2
47,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,1,Research Scientist,Married,3420,Y,No,17,2,6,5,1,2
25,Travel_Rarely,Sales,9,2,Life Sciences,Male,1,Sales Representative,Married,4400,Y,No,6,2,3,2,2,2
37,Non-Travel,Research & Development,5,2,Technical Degree,Male,1,Laboratory Technician,Single,3500,Y,No,7,2,6,5,1,3
56,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,1,Research Scientist,Married,2066,Y,No,5,3,3,2,1,0
47,Travel_Rarely,Research & Development,2,4,Medical,Female,4,Research Director,Married,17169,Y,No,26,2,20,17,5,6
24,Travel_Rarely,Sales,4,1,Medical,Female,2,Sales Executive,Married,4162,Y,Yes,5,3,5,4,0,3
32,Travel_Rarely,Sales,7,5,Marketing,Male,2,Sales Executive,Married,9204,Y,No,7,3,4,3,0,3
34,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,1,Laboratory Technician,Married,3294,Y,No,7,2,5,4,0,2
41,Travel_Rarely,Research & Development,5,5,Medical,Male,1,Research Scientist,Married,2127,Y,Yes,7,5,4,2,0,3
40,Non-Travel,Research & Development,9,4,Other,Male,2,Laboratory Technician,Divorced,3975,Y,No,11,2,8,7,0,7
31,Travel_Rarely,Sales,8,2,Life Sciences,Male,3,Sales Executive,Divorced,10793,Y,No,13,5,13,7,9,9
46,Travel_Rarely,Sales,9,3,Marketing,Male,3,Sales Executive,Divorced,10096,Y,No,28,1,7,7,4,3
39,Non-Travel,Research & Development,2,3,Life Sciences,Female,1,Laboratory Technician,Single,3646,Y,Yes,11,2,1,0,0,0
31,Travel_Frequently,Research & Development,1,5,Life Sciences,Female,3,Manufacturing Director,Single,7446,Y,No,10,2,10,8,4,7
45,Travel_Rarely,Research & Development,20,3,Medical,Male,3,Healthcare Representative,Divorced,10851,Y,Yes,24,2,7,7,0,7
31,Travel_Rarely,Human Resources,8,2,Medical,Female,1,Human Resources,Single,2109,Y,No,8,3,3,2,0,2
31,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,1,Laboratory Technician,Married,3722,Y,Yes,7,2,2,2,2,2
45,Travel_Rarely,Research & Development,29,3,Technical Degree,Male,3,Manufacturing Director,Married,9380,Y,Yes,10,4,3,1,1,2
48,Travel_Rarely,Sales,7,3,Marketing,Male,2,Sales Executive,Divorced,5486,Y,No,15,3,2,2,2,2
34,Travel_Rarely,Human Resources,9,4,Technical Degree,Female,1,Human Resources,Married,2742,Y,No,2,0,2,2,2,2
40,Non-Travel,Research & Development,8,1,Medical,Male,3,Research Director,Divorced,13757,Y,No,16,5,9,8,4,8
28,Travel_Rarely,Sales,5,3,Medical,Male,2,Sales Executive,Single,8463,Y,No,6,4,5,4,1,3
44,Non-Travel,Research & Development,5,3,Life Sciences,Male,1,Laboratory Technician,Single,3162,Y,No,7,5,5,2,0,3
53,Travel_Rarely,Research & Development,2,3,Medical,Male,4,Research Director,Single,16598,Y,No,35,2,9,8,8,8
49,Travel_Rarely,Research & Development,5,4,Technical Degree,Male,2,Healthcare Representative,Married,6651,Y,No,20,0,3,2,1,2
40,Travel_Rarely,Research & Development,2,3,Medical,Male,1,Research Scientist,Divorced,2345,Y,No,8,3,3,1,1,2
44,Travel_Rarely,Research & Development,20,3,Life Sciences,Male,1,Research Scientist,Single,3420,Y,No,6,3,5,2,1,3
33,Travel_Frequently,Sales,7,3,Medical,Male,2,Sales Executive,Married,4373,Y,No,5,2,4,3,0,3
34,Travel_Rarely,Sales,3,3,Other,Male,2,Sales Executive,Single,4759,Y,No,15,2,13,9,3,12
30,Travel_Rarely,Sales,16,1,Life Sciences,Male,2,Sales Executive,Married,5301,Y,No,4,2,2,1,2,2
42,Travel_Frequently,Research & Development,9,2,Medical,Female,1,Laboratory Technician,Single,3673,Y,No,12,3,12,9,5,8
44,Travel_Frequently,Sales,1,5,Marketing,Female,2,Sales Executive,Married,4768,Y,No,11,4,1,0,0,0
30,Non-Travel,Research & Development,7,3,Technical Degree,Male,1,Research Scientist,Divorced,1274,Y,No,1,2,1,0,0,0
57,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,2,Research Scientist,Married,4900,Y,No,13,2,12,9,2,8
49,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,3,Healthcare Representative,Divorced,10466,Y,No,29,3,8,7,0,7
34,Travel_Frequently,Research & Development,15,3,Medical,Male,4,Research Director,Divorced,17007,Y,No,16,3,14,8,6,9
28,Travel_Frequently,Sales,1,3,Technical Degree,Male,1,Sales Representative,Married,2909,Y,No,5,3,3,2,1,2
29,Travel_Frequently,Sales,13,3,Technical Degree,Female,2,Sales Executive,Single,5765,Y,No,7,4,5,3,0,0
34,Travel_Rarely,Sales,24,4,Medical,Female,2,Sales Executive,Single,4599,Y,Yes,16,2,15,9,10,10
35,Travel_Rarely,Sales,7,1,Life Sciences,Male,1,Sales Representative,Married,2404,Y,No,1,3,1,0,0,0
24,Travel_Frequently,Research & Development,9,3,Medical,Male,1,Laboratory Technician,Single,3172,Y,Yes,4,2,0,0,0,0
24,Non-Travel,Sales,13,2,Life Sciences,Female,1,Sales Representative,Married,2033,Y,No,1,2,1,0,0,0
44,Travel_Frequently,Research & Development,2,1,Medical,Male,3,Manufacturing Director,Single,10209,Y,Yes,16,2,2,2,2,2
29,Travel_Rarely,Sales,19,3,Life Sciences,Male,2,Sales Executive,Divorced,8620,Y,No,10,3,10,7,0,4
30,Travel_Rarely,Human Resources,1,3,Life Sciences,Male,1,Human Resources,Divorced,2064,Y,No,6,3,5,3,1,3
55,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,2,Healthcare Representative,Married,4035,Y,Yes,4,2,3,2,1,2
33,Travel_Rarely,Research & Development,4,4,Medical,Female,1,Laboratory Technician,Married,3838,Y,No,8,5,5,4,0,2
47,Travel_Rarely,Sales,14,3,Medical,Female,2,Sales Executive,Married,4591,Y,Yes,11,4,5,4,1,2
28,Travel_Frequently,Research & Development,2,2,Medical,Male,1,Laboratory Technician,Single,2561,Y,No,8,2,0,0,0,0
28,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Research Scientist,Divorced,1563,Y,No,1,2,1,0,0,0
28,Travel_Frequently,Sales,7,3,Life Sciences,Male,2,Sales Executive,Single,4898,Y,No,5,5,4,2,1,3
49,Travel_Rarely,Research & Development,3,2,Medical,Female,2,Laboratory Technician,Married,4789,Y,No,10,3,3,2,1,2
29,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,1,Laboratory Technician,Married,3180,Y,No,4,3,3,2,0,2
28,Travel_Rarely,Research & Development,29,1,Life Sciences,Male,2,Manufacturing Director,Married,6549,Y,No,8,2,8,6,1,7
33,Travel_Rarely,Research & Development,8,5,Life Sciences,Male,2,Healthcare Representative,Single,6388,Y,Yes,14,6,0,0,0,0
32,Travel_Rarely,Research & Development,10,3,Medical,Male,3,Manager,Single,11244,Y,No,10,5,5,2,0,0
54,Travel_Frequently,Research & Development,11,4,Medical,Female,4,Manager,Divorced,16032,Y,No,26,2,14,9,1,12
29,Travel_Rarely,Research & Development,1,4,Technical Degree,Male,1,Research Scientist,Single,2362,Y,No,11,2,9,7,0,7
44,Travel_Rarely,Research & Development,28,3,Life Sciences,Male,4,Research Director,Married,16328,Y,No,24,1,20,6,14,17
39,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,3,Manufacturing Director,Single,8376,Y,No,9,3,2,0,2,2
46,Travel_Rarely,Sales,3,3,Life Sciences,Female,4,Manager,Married,16606,Y,No,23,2,13,12,5,1
35,Travel_Rarely,Research & Development,16,3,Life Sciences,Female,3,Healthcare Representative,Single,8606,Y,No,11,3,11,8,3,3
23,Travel_Rarely,Research & Development,20,1,Life Sciences,Male,2,Laboratory Technician,Single,2272,Y,No,5,2,4,3,1,2
40,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,1,Laboratory Technician,Single,2018,Y,No,15,3,5,4,1,0
34,Travel_Rarely,Sales,1,3,Technical Degree,Male,3,Sales Executive,Married,7083,Y,Yes,10,3,10,9,8,6
31,Travel_Frequently,Research & Development,3,3,Life Sciences,Female,1,Research Scientist,Single,4084,Y,No,7,2,7,2,7,7
50,Travel_Frequently,Research & Development,22,5,Medical,Male,4,Research Director,Single,14411,Y,Yes,32,2,32,6,13,9
34,Travel_Rarely,Sales,7,2,Technical Degree,Male,1,Sales Representative,Married,2308,Y,Yes,12,4,11,10,5,7
42,Travel_Rarely,Research & Development,2,3,Medical,Male,1,Laboratory Technician,Married,4841,Y,No,4,3,1,0,0,0
37,Travel_Rarely,Research & Development,13,3,Medical,Male,2,Research Scientist,Married,4285,Y,No,10,2,10,8,3,7
29,Travel_Rarely,Research & Development,8,1,Other,Female,2,Healthcare Representative,Married,9715,Y,No,9,3,7,7,0,7
33,Travel_Rarely,Research & Development,25,3,Life Sciences,Male,2,Manufacturing Director,Single,4320,Y,No,5,2,5,3,0,2
45,Travel_Rarely,Research & Development,28,3,Technical Degree,Male,1,Research Scientist,Married,2132,Y,No,8,3,5,4,0,3
42,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,3,Healthcare Representative,Married,10124,Y,Yes,24,3,20,8,13,9
40,Travel_Rarely,Sales,9,2,Medical,Male,2,Sales Executive,Married,5473,Y,No,9,5,8,4,7,1
33,Travel_Rarely,Research & Development,28,4,Life Sciences,Male,2,Laboratory Technician,Married,5207,Y,Yes,15,3,15,14,5,7
40,Travel_Rarely,Human Resources,6,2,Medical,Male,4,Manager,Single,16437,Y,Yes,21,2,21,7,7,7
24,Travel_Rarely,Research & Development,21,2,Technical Degree,Male,1,Laboratory Technician,Divorced,2296,Y,No,2,3,1,1,0,0
40,Non-Travel,Research & Development,8,2,Life Sciences,Male,2,Healthcare Representative,Divorced,4069,Y,Yes,8,2,2,2,2,2
45,Travel_Rarely,Research & Development,1,4,Technical Degree,Male,3,Healthcare Representative,Divorced,7441,Y,No,10,4,10,8,7,7
35,Travel_Rarely,Sales,28,4,Life Sciences,Female,1,Sales Representative,Married,2430,Y,No,6,5,5,3,4,2
32,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,2,Research Scientist,Married,5878,Y,No,12,2,7,1,2,5
36,Travel_Rarely,Sales,2,4,Life Sciences,Male,1,Sales Representative,Single,2644,Y,Yes,7,3,3,2,1,2
48,Travel_Rarely,Sales,16,4,Life Sciences,Female,2,Sales Executive,Divorced,6439,Y,No,18,2,8,7,7,7
29,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,1,Research Scientist,Married,2451,Y,No,5,2,1,0,0,0
33,Travel_Rarely,Sales,8,4,Life Sciences,Male,2,Sales Executive,Married,6392,Y,No,8,6,2,2,2,2
30,Travel_Rarely,Sales,1,3,Life Sciences,Male,2,Sales Executive,Married,9714,Y,No,10,4,10,8,6,7
38,Travel_Frequently,Human Resources,10,4,Human Resources,Male,2,Human Resources,Married,6077,Y,No,10,2,6,3,1,2
35,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Laboratory Technician,Single,2450,Y,No,3,3,3,0,1,2
30,Travel_Rarely,Sales,29,4,Technical Degree,Male,3,Sales Executive,Married,9250,Y,No,9,3,4,2,1,3
